sample	TN	PATIENT	cancer	FDX1	LIAS	LIPT1	DLD	DLAT	PDHA1	PDHB	MTF1	GLS	CDKN2A
TCGA-91-6849-01	tumor	TCGA-91-6849	LUAD	9.44	7.58	6.87	10.59	9.31	10.12	10.63	9.42	10.99	7.75
TCGA-91-6849-11	normal	TCGA-91-6849	LUAD	9.5	6.74	6.32	10.35	9.68	9.91	9.78	9.72	11.55	4.73
TCGA-22-4593-01	tumor	TCGA-22-4593	LUSC	8.02	7.08	5.84	10.84	9.79	10.24	10.5	9.09	10.72	10.87
TCGA-22-4593-11	normal	TCGA-22-4593	LUSC	9.5	6.34	6.37	10.79	10.28	10.32	10.23	9.25	11.41	5.69
TCGA-22-4609-01	tumor	TCGA-22-4609	LUSC	8.94	5.99	5.91	10.4	9.72	10.11	9.54	9.22	11.07	9.93
TCGA-22-4609-11	normal	TCGA-22-4609	LUSC	9.53	6.6	6.87	10.27	9.74	9.89	10.03	9.71	12.14	5.8
TCGA-22-5471-01	tumor	TCGA-22-5471	LUSC	9.35	6.95	7.05	10.83	9.54	11.75	9.79	7.96	10.53	4.61
TCGA-22-5471-11	normal	TCGA-22-5471	LUSC	9	6.95	6.43	10.37	9.86	10.06	10.06	9.5	11.3	3.44
TCGA-22-5472-01	tumor	TCGA-22-5472	LUSC	8.83	7.05	6.31	10.86	9.95	10.31	9.61	9.63	10.2	9.29
TCGA-22-5472-11	normal	TCGA-22-5472	LUSC	9.04	6.7	6.04	10.5	9.91	10.27	10.1	9.5	11.57	4.89
TCGA-22-5478-01	tumor	TCGA-22-5478	LUSC	8.76	8.03	5.71	11.8	9.71	10.32	9.54	9.27	10.36	8.75
TCGA-22-5478-11	normal	TCGA-22-5478	LUSC	9.59	6.85	6.31	10.35	9.58	9.92	9.73	10	11.59	5.11
TCGA-22-5481-01	tumor	TCGA-22-5481	LUSC	7.81	7.8	6.34	9.73	9.36	10.37	9.19	9.6	9.46	11.67
TCGA-22-5481-11	normal	TCGA-22-5481	LUSC	9.72	7.18	6.69	10.37	9.54	10.12	9.85	9.44	11.54	5.61
TCGA-22-5482-01	tumor	TCGA-22-5482	LUSC	8.71	8.03	6.05	10.07	10.22	10.61	9.15	8.99	11.47	10.05
TCGA-22-5482-11	normal	TCGA-22-5482	LUSC	8.99	6.82	6.56	10.45	9.72	10.06	10.06	9.59	11.32	5.72
TCGA-22-5483-01	tumor	TCGA-22-5483	LUSC	8.32	6.41	6.93	11.26	10.57	10.05	9.96	9.44	10.91	10.09
TCGA-22-5483-11	normal	TCGA-22-5483	LUSC	9.53	6.66	6.56	10.54	9.81	10.09	10.04	9.47	11.58	3.98
TCGA-22-5489-01	tumor	TCGA-22-5489	LUSC	8.82	6.36	6.95	10.55	9.95	10.05	9.82	8.8	11.43	4.91
TCGA-22-5489-11	normal	TCGA-22-5489	LUSC	9.24	6.75	6.73	10.32	9.7	9.99	10.23	9.49	10.98	3.45
TCGA-22-5491-01	tumor	TCGA-22-5491	LUSC	9.76	8.28	6.91	11.25	10.54	11.77	9.84	9.07	10.2	10.48
TCGA-22-5491-11	normal	TCGA-22-5491	LUSC	9.4	6.89	6.73	10.24	9.53	9.92	10.26	9.18	11.39	5.25
TCGA-33-4587-01	tumor	TCGA-33-4587	LUSC	8.74	7.07	6.93	10.4	10.78	10.43	9.21	13.23	9.79	8.96
TCGA-33-4587-11	normal	TCGA-33-4587	LUSC	10.41	7.87	8.02	10.71	10.01	9.88	10.97	8.37	11.64	6.35
TCGA-33-6737-01	tumor	TCGA-33-6737	LUSC	11.15	7.61	6.59	11.03	9.23	11.4	9.77	9.61	10.31	2.96
TCGA-33-6737-11	normal	TCGA-33-6737	LUSC	9.21	6.75	7.12	10.44	9.73	9.8	10.27	9.18	11.32	4.84
TCGA-34-7107-01	tumor	TCGA-34-7107	LUSC	8.37	6.92	5.45	10.92	10.06	10.84	9.47	8.7	11.27	10.58
TCGA-34-7107-11	normal	TCGA-34-7107	LUSC	8.86	6.69	5.98	10.14	9.37	9.91	9.91	9.39	11	6.14
TCGA-34-8454-01	tumor	TCGA-34-8454	LUSC	9.03	7.5	6.7	10.6	9.91	10.35	9.46	9.23	10.29	4.06
TCGA-34-8454-11	normal	TCGA-34-8454	LUSC	9.36	7.3	6.87	10.13	9.55	9.87	9.95	8.98	11.57	5.09
TCGA-39-5040-01	tumor	TCGA-39-5040	LUSC	10.27	6.93	6.59	10.58	10.28	10.27	9.86	10.26	12.64	7.86
TCGA-39-5040-11	normal	TCGA-39-5040	LUSC	10.07	7.5	7.77	10.65	9.74	10.02	10.51	8.96	12.26	5.9
TCGA-43-3394-01	tumor	TCGA-43-3394	LUSC	9.18	7.57	7	11.51	10.13	10.19	9.42	8.3	10.16	10.19
TCGA-43-3394-11	normal	TCGA-43-3394	LUSC	9.51	6.67	5.72	10.47	9.88	10.19	9.98	9.59	11.44	4.36
TCGA-43-5670-01	tumor	TCGA-43-5670	LUSC	9.05	7.72	6.47	10.1	10.14	11.13	10.01	8.63	9.99	10.95
TCGA-43-5670-11	normal	TCGA-43-5670	LUSC	9.39	7.24	6.65	10.66	9.89	10.05	9.9	9.82	10.99	4.92
TCGA-43-6143-01	tumor	TCGA-43-6143	LUSC	8.39	6.78	6.75	10.24	10.43	10.24	9.76	9.39	10.33	11.48
TCGA-43-6143-11	normal	TCGA-43-6143	LUSC	8.94	7.08	6.32	10.14	9.33	10.02	10.04	9.14	11.29	5.72
TCGA-43-6647-01	tumor	TCGA-43-6647	LUSC	7.89	7	5.16	10.74	9.22	10.11	9.41	9.35	11.19	3.32
TCGA-43-6647-11	normal	TCGA-43-6647	LUSC	8.94	6.15	6.47	10.51	9.55	10.08	9.81	9.89	11.31	4.48
TCGA-43-6771-01	tumor	TCGA-43-6771	LUSC	8	5.71	5.42	10.03	9.51	10.19	10.24	10.37	10.31	2.56
TCGA-43-6771-11	normal	TCGA-43-6771	LUSC	9.58	5.78	6	10.21	9.26	9.95	9.28	9.62	11.74	4.85
TCGA-43-6773-01	tumor	TCGA-43-6773	LUSC	8.42	6.98	5.81	11.28	9.37	9.75	9.5	8.9	10.57	11.71
TCGA-43-6773-11	normal	TCGA-43-6773	LUSC	9	6.32	6.43	10.49	9.73	9.92	9.74	9.86	10.86	5.76
TCGA-43-7657-01	tumor	TCGA-43-7657	LUSC	9.4	6.67	5.96	11.17	10.19	9.91	9.23	8.28	10.2	10.42
TCGA-43-7657-11	normal	TCGA-43-7657	LUSC	9.33	7.02	6.69	10.35	9.73	10.02	10.15	9.28	11.53	5.83
TCGA-43-7658-01	tumor	TCGA-43-7658	LUSC	8.62	6.85	6.17	9.78	9.72	10.8	9.29	9.14	9.69	10.86
TCGA-43-7658-11	normal	TCGA-43-7658	LUSC	9.29	7.39	6.79	10.53	9.86	10.03	10.12	9.12	11.56	4.65
TCGA-51-4079-01	tumor	TCGA-51-4079	LUSC	8.85	7.8	6	11.52	9.67	10.03	9.84	9.12	10.69	9.12
TCGA-51-4079-11	normal	TCGA-51-4079	LUSC	9.45	6.38	6.39	10.1	9.34	10.13	10.04	9.47	11.39	5.81
TCGA-51-4080-01	tumor	TCGA-51-4080	LUSC	9.03	8.08	7.54	10.92	10.51	10.4	9.43	7.05	10.17	10.15
TCGA-51-4080-11	normal	TCGA-51-4080	LUSC	8.93	6.87	6.48	10.19	9.44	10.09	10.07	9.21	11.12	4.68
TCGA-51-4081-01	tumor	TCGA-51-4081	LUSC	8.8	6.42	5.25	11.52	10.14	9.99	9.37	8.82	10.15	1.44
TCGA-51-4081-11	normal	TCGA-51-4081	LUSC	9.11	6.71	6.63	10.26	9.38	10	9.78	9.63	11.08	4.79
TCGA-56-7222-01	tumor	TCGA-56-7222	LUSC	8.49	7.02	6.94	11.13	10.11	10.93	9.35	9.84	10.98	8.93
TCGA-56-7222-11	normal	TCGA-56-7222	LUSC	9.43	7.23	6.7	10.58	9.83	10.24	10.29	9.42	11.78	4.68
TCGA-56-7579-01	tumor	TCGA-56-7579	LUSC	9.34	7.32	6.28	11.46	10.12	10.96	9.72	9.68	10.73	9.17
TCGA-56-7579-11	normal	TCGA-56-7579	LUSC	9.99	7.12	7.12	10.68	9.83	10.12	10.12	9.53	11.94	4.43
TCGA-56-7580-01	tumor	TCGA-56-7580	LUSC	8.68	7.91	6.66	10.94	9.39	10.8	9.81	8.7	10.9	2.48
TCGA-56-7580-11	normal	TCGA-56-7580	LUSC	9.43	7.53	6.78	10.72	9.65	10.08	10.19	9.44	12.12	4.75
TCGA-56-7582-01	tumor	TCGA-56-7582	LUSC	8.65	6.7	6.07	11.47	9.72	10.6	9.63	8.86	11.42	9.22
TCGA-56-7582-11	normal	TCGA-56-7582	LUSC	9.44	7.21	6.48	10.35	9.66	9.88	10.24	9.26	11.84	4.72
TCGA-56-7730-01	tumor	TCGA-56-7730	LUSC	9	6.61	6.12	10.61	9.62	10.43	9.63	7.99	9.39	5.91
TCGA-56-7730-11	normal	TCGA-56-7730	LUSC	9.84	6.62	6.5	10.22	9.57	10.06	9.98	9.12	11.23	6.13
TCGA-56-7731-01	tumor	TCGA-56-7731	LUSC	9.21	6.84	5.89	10.56	9.61	10.51	9.62	9.2	10.39	10.26
TCGA-56-7731-11	normal	TCGA-56-7731	LUSC	9.87	5.73	6.02	10.48	9.57	10.26	9.67	9.53	11.48	6.44
TCGA-56-7823-01	tumor	TCGA-56-7823	LUSC	8.74	6.27	6.68	11.03	10.14	10.59	9.11	8.54	9.46	9.85
TCGA-56-7823-11	normal	TCGA-56-7823	LUSC	9.59	6.81	6.53	10.5	9.67	9.84	10.23	9.19	11.77	6.45
TCGA-56-8082-01	tumor	TCGA-56-8082	LUSC	8.83	8.09	6.12	11	9.79	10.1	9.59	9.11	10.11	2.58
TCGA-56-8082-11	normal	TCGA-56-8082	LUSC	9.82	5.76	6.18	10.34	9.46	10.04	9.63	9.72	11.89	6.13
TCGA-56-8083-01	tumor	TCGA-56-8083	LUSC	8.95	6.77	5.99	9.28	10.21	10.55	9.58	9.17	11.31	8.4
TCGA-56-8083-11	normal	TCGA-56-8083	LUSC	9.28	6.88	6.34	10.28	9.53	9.93	10.09	8.9	11.28	4.19
TCGA-56-8201-01	tumor	TCGA-56-8201	LUSC	8.79	7.15	6.52	10.69	9.76	10.88	9.78	8.82	10.98	8.41
TCGA-56-8201-11	normal	TCGA-56-8201	LUSC	9.27	6.96	6.29	10.39	9.39	9.92	9.99	9.37	11.48	4.3
TCGA-56-8309-01	tumor	TCGA-56-8309	LUSC	8.77	6.68	6.55	10.61	9.27	9.99	9.67	9.05	10.77	10.21
TCGA-56-8309-11	normal	TCGA-56-8309	LUSC	9.15	7.36	6.38	10.51	9.81	9.92	9.96	9.21	11.34	5.26
TCGA-56-8623-01	tumor	TCGA-56-8623	LUSC	9.94	7.42	6.61	10.54	9.58	10.18	10.05	9.36	11.27	5.54
TCGA-56-8623-11	normal	TCGA-56-8623	LUSC	9.47	7.2	6.56	10.42	9.55	10.07	10.06	9.41	11.5	5.7
TCGA-58-8386-01	tumor	TCGA-58-8386	LUSC	7.89	6.84	5.75	11.68	8.38	10.89	9.58	9.37	12.06	8.78
TCGA-58-8386-11	normal	TCGA-58-8386	LUSC	9.35	7.48	7.09	10.3	9.24	9.86	10.39	9.07	12.02	5.87
TCGA-60-2709-01	tumor	TCGA-60-2709	LUSC	9.62	6.95	5.96	11.27	9.76	10.45	9.81	8.61	10.33	9.53
TCGA-60-2709-11	normal	TCGA-60-2709	LUSC	10.31	6.73	6.46	10.47	9.32	9.98	9.83	9.35	11.94	4.07
TCGA-77-7138-01	tumor	TCGA-77-7138	LUSC	9.1	7.58	6.06	10.8	10.38	10.58	9.66	9.12	10.45	9.3
TCGA-77-7138-11	normal	TCGA-77-7138	LUSC	9.24	7.28	7.22	10.36	9.77	9.94	9.93	9.54	11.91	3.54
TCGA-77-7142-01	tumor	TCGA-77-7142	LUSC	9.13	7.22	7.27	11.89	9.67	9.97	9.85	9.73	11.54	2.86
TCGA-77-7142-11	normal	TCGA-77-7142	LUSC	9.77	7.52	7.23	10.54	9.75	10.04	10.15	9.37	12.09	3.99
TCGA-77-7335-01	tumor	TCGA-77-7335	LUSC	9.8	6.49	6.79	10.47	9.64	10.45	10.42	8.29	10.76	8.6
TCGA-77-7335-11	normal	TCGA-77-7335	LUSC	10.15	7.8	7.63	10.99	10.18	10.1	10.9	8.46	11.67	5.04
TCGA-77-7337-01	tumor	TCGA-77-7337	LUSC	9.67	7.23	6.44	11.04	11.14	9.86	9.66	9.14	11.55	9.72
TCGA-77-7337-11	normal	TCGA-77-7337	LUSC	9.66	7.27	7.05	10.46	9.94	9.91	10.16	9.3	12.01	4.26
TCGA-77-7338-01	tumor	TCGA-77-7338	LUSC	9.1	7.75	6.14	11.17	10.14	9.96	9.42	9.68	11.95	9.28
TCGA-77-7338-11	normal	TCGA-77-7338	LUSC	9.96	6.81	7.37	10.5	10.06	9.86	10.43	9.17	11.95	4.54
TCGA-77-8007-01	tumor	TCGA-77-8007	LUSC	8.49	8.48	6.86	11.63	10.42	9.94	9.8	9.13	10.65	10.68
TCGA-77-8007-11	normal	TCGA-77-8007	LUSC	9.68	7.8	7.05	10.87	9.96	9.99	10.66	8.92	11.71	5.65
TCGA-77-8008-01	tumor	TCGA-77-8008	LUSC	8.33	7.12	5.87	10.46	9.58	10.06	9.52	9.74	11.97	8.92
TCGA-77-8008-11	normal	TCGA-77-8008	LUSC	9.07	6.65	6.74	10.24	9.61	9.96	9.84	9.42	11.19	4.96
TCGA-85-7710-01	tumor	TCGA-85-7710	LUSC	9.3	6.7	6.48	10.76	10.15	9.6	8.94	9.96	10.27	10.25
TCGA-85-7710-11	normal	TCGA-85-7710	LUSC	9.11	7.83	7.4	10.66	9.8	9.95	10.16	9.2	11.93	5.48
TCGA-90-6837-01	tumor	TCGA-90-6837	LUSC	9.5	6.65	5.87	10.26	10.06	9.95	9.36	9.52	10.41	2.58
TCGA-90-6837-11	normal	TCGA-90-6837	LUSC	9.21	6.47	6.28	10.23	9.42	9.94	9.87	9.41	10.94	4.37
TCGA-90-7767-01	tumor	TCGA-90-7767	LUSC	9.17	7.39	6.98	10.45	9.56	10.64	9.73	8.9	12.47	8.01
TCGA-90-7767-11	normal	TCGA-90-7767	LUSC	9.44	6.85	6.45	10.58	9.62	10.13	9.99	9.49	11.61	4.17
TCGA-92-7340-01	tumor	TCGA-92-7340	LUSC	8.85	7.13	6.68	11.89	9.58	10.53	9.86	8.99	11.85	4
TCGA-92-7340-11	normal	TCGA-92-7340	LUSC	9.84	6.89	6.72	10.62	9.79	9.94	9.88	10.16	11.45	3.82
TCGA-CH-5761-01	tumor	TCGA-CH-5761	PRAD	8.23	7.39	7	10.9	9.6	10.46	10.6	9.27	10.18	5.91
TCGA-CH-5761-11	normal	TCGA-CH-5761	PRAD	8.72	7.15	7.14	10.54	9.53	9.9	10.09	8.94	9.2	3.79
TCGA-CH-5767-01	tumor	TCGA-CH-5767	PRAD	9.17	7.28	7.86	11.09	9.98	9.72	10.18	9.21	9.34	2.25
TCGA-CH-5767-11	normal	TCGA-CH-5767	PRAD	8.75	7.41	7.6	10.79	9.7	10.14	10.19	9.4	9.51	3.23
TCGA-CH-5768-01	tumor	TCGA-CH-5768	PRAD	9.3	7.65	7.72	11.21	10.28	10.25	10.99	9.03	10.21	5.49
TCGA-CH-5768-11	normal	TCGA-CH-5768	PRAD	8.8	7.94	7.17	10.62	9.68	9.84	10.12	9.14	9.59	3.54
TCGA-CH-5769-01	tumor	TCGA-CH-5769	PRAD	9.07	7.38	6.37	11.29	10.27	10.34	10.79	8.48	9.88	5.28
TCGA-CH-5769-11	normal	TCGA-CH-5769	PRAD	8.97	7.33	6.04	11.21	10.24	10.36	10.74	8.4	9.74	5.33
TCGA-EJ-7115-01	tumor	TCGA-EJ-7115	PRAD	8.68	7.09	7.23	10.59	9.51	9.73	10.06	8.98	9.34	3.76
TCGA-EJ-7115-11	normal	TCGA-EJ-7115	PRAD	8.64	7.82	7.34	10.68	9.65	10.02	10.5	8.69	9.19	3.61
TCGA-EJ-7123-01	tumor	TCGA-EJ-7123	PRAD	8.87	7.72	6.75	10.75	9.86	9.98	10.22	8.9	9.19	3.77
TCGA-EJ-7123-11	normal	TCGA-EJ-7123	PRAD	8.72	7.46	6.63	11.32	10.28	10.58	10.49	9.08	9.9	5.96
TCGA-EJ-7125-01	tumor	TCGA-EJ-7125	PRAD	9.05	6.77	3.83	10.73	9.72	9.88	10.64	8.84	9.04	5.45
TCGA-EJ-7125-11	normal	TCGA-EJ-7125	PRAD	9.53	8.61	8.46	11.06	9.97	10	11.12	7.5	9.68	4.41
TCGA-EJ-7314-01	tumor	TCGA-EJ-7314	PRAD	8.42	7.06	7.3	11.01	9.92	9.97	10.37	9.35	9.3	6.21
TCGA-EJ-7314-11	normal	TCGA-EJ-7314	PRAD	8.76	7.12	6.42	10.97	9.99	10.14	10.39	9.08	9.71	3.54
TCGA-EJ-7315-01	tumor	TCGA-EJ-7315	PRAD	9.15	6.95	6.76	10.46	9.89	10.14	10.52	8.97	9.26	7.04
TCGA-EJ-7315-11	normal	TCGA-EJ-7315	PRAD	8.79	7.21	7	10.6	9.79	9.8	10.25	9.26	10.33	5.84
TCGA-EJ-7317-01	tumor	TCGA-EJ-7317	PRAD	8.98	7.22	6.8	10.67	9.57	9.85	10.02	8.93	8.95	3.51
TCGA-EJ-7317-11	normal	TCGA-EJ-7317	PRAD	8.99	7.26	7.28	10.61	9.71	9.89	10.3	9.01	9.56	4.06
TCGA-EJ-7321-01	tumor	TCGA-EJ-7321	PRAD	8.79	7.79	7.66	10.93	10.18	10.54	10.4	8.93	9.98	4.92
TCGA-EJ-7321-11	normal	TCGA-EJ-7321	PRAD	8.49	7.26	7.7	10.36	9.32	10.03	10.19	8.95	9.52	3.69
TCGA-EJ-7327-01	tumor	TCGA-EJ-7327	PRAD	8.39	7.38	6.81	10.6	10.04	9.89	10.26	9.15	9.6	5.33
TCGA-EJ-7327-11	normal	TCGA-EJ-7327	PRAD	8.78	7.55	7.24	10.64	9.86	9.88	10.44	8.85	8.95	3.64
TCGA-EJ-7328-01	tumor	TCGA-EJ-7328	PRAD	9.12	7.79	7.46	10.32	9.63	10.3	10.25	8.59	9.81	5.63
TCGA-EJ-7328-11	normal	TCGA-EJ-7328	PRAD	8.94	7.2	6.97	10.81	9.97	10.35	10.49	8.92	10.02	5.45
TCGA-EJ-7330-01	tumor	TCGA-EJ-7330	PRAD	8.73	7.27	7.06	11.29	9.44	10.09	10.34	9.38	9.89	5.75
TCGA-EJ-7330-11	normal	TCGA-EJ-7330	PRAD	8.98	7.52	7.52	10.87	9.83	10.09	10.45	8.79	9.87	4.72
TCGA-EJ-7331-01	tumor	TCGA-EJ-7331	PRAD	9.13	7.02	6.33	11	10.04	9.96	10.12	9.18	10.25	3.6
TCGA-EJ-7331-11	normal	TCGA-EJ-7331	PRAD	8.92	7.1	6.46	10.85	9.98	10.03	10.28	8.89	9.84	5.07
TCGA-EJ-7781-01	tumor	TCGA-EJ-7781	PRAD	8.44	7.51	7.66	10.67	10.13	10.29	10.25	9.36	9.49	2.91
TCGA-EJ-7781-11	normal	TCGA-EJ-7781	PRAD	8.9	7.54	7.31	10.97	10.06	10.27	10.32	8.99	10.47	4.84
TCGA-EJ-7782-01	tumor	TCGA-EJ-7782	PRAD	8.76	7.31	7.33	10.65	9.79	9.73	10.16	9.4	9.87	5.4
TCGA-EJ-7782-11	normal	TCGA-EJ-7782	PRAD	9.41	7.76	8.18	10.81	9.77	9.88	10.75	8.62	10.08	4.71
TCGA-EJ-7783-01	tumor	TCGA-EJ-7783	PRAD	8.62	7.46	7.48	10.74	9.97	10.83	10.31	9.45	9.74	3.62
TCGA-EJ-7783-11	normal	TCGA-EJ-7783	PRAD	8.95	8.04	7.01	11.28	10.1	10.75	11.11	8.38	10.24	5.97
TCGA-EJ-7784-01	tumor	TCGA-EJ-7784	PRAD	8.79	7.89	7.44	11.36	10.24	9.88	9.94	9.09	9.97	4.4
TCGA-EJ-7784-11	normal	TCGA-EJ-7784	PRAD	8.91	7.65	7.23	10.67	9.81	10.01	10.08	9.23	10.07	3.61
TCGA-EJ-7785-01	tumor	TCGA-EJ-7785	PRAD	8.52	7.05	6.92	10.9	10.14	10.02	10.18	9.37	9.65	4.65
TCGA-EJ-7785-11	normal	TCGA-EJ-7785	PRAD	8.96	7.77	7.57	10.89	9.98	10.09	10.61	8.53	9.68	3.98
TCGA-EJ-7786-01	tumor	TCGA-EJ-7786	PRAD	8.86	7.43	7.36	10.62	9.7	9.93	10.24	9.07	9.58	3.67
TCGA-EJ-7786-11	normal	TCGA-EJ-7786	PRAD	8.73	7	7.2	10.8	9.81	10.04	10.14	9.02	10.11	5.65
TCGA-EJ-7789-01	tumor	TCGA-EJ-7789	PRAD	8.64	7.67	6.31	11.36	10.15	10.62	10.14	8.69	10.11	6.63
TCGA-EJ-7789-11	normal	TCGA-EJ-7789	PRAD	9.21	7.53	7.95	10.65	9.76	10.09	10.4	8.76	10.08	4.42
TCGA-EJ-7792-01	tumor	TCGA-EJ-7792	PRAD	8.59	7.29	7.19	10.82	9.88	10.21	10.45	8.63	10.28	5.64
TCGA-EJ-7792-11	normal	TCGA-EJ-7792	PRAD	8.73	7.65	7.62	10.59	9.8	10.09	10.17	8.8	10.3	3.59
TCGA-EJ-7793-01	tumor	TCGA-EJ-7793	PRAD	8.63	7.48	7.4	10.64	9.66	10	10.3	8.8	9.26	5.62
TCGA-EJ-7793-11	normal	TCGA-EJ-7793	PRAD	8.72	7.67	7.16	10.94	9.74	10.3	10.43	9.22	9.73	3.01
TCGA-EJ-7794-01	tumor	TCGA-EJ-7794	PRAD	8.76	7.4	6.86	10.69	9.74	9.93	10.33	9.22	9.3	3.13
TCGA-EJ-7794-11	normal	TCGA-EJ-7794	PRAD	8.74	7.36	7.49	10.52	9.64	9.92	10.08	9.33	10.14	4.63
TCGA-EJ-7797-01	tumor	TCGA-EJ-7797	PRAD	8.79	7.33	7.24	10.41	9.72	10.06	10.29	8.62	9.65	5.56
TCGA-EJ-7797-11	normal	TCGA-EJ-7797	PRAD	8.98	7.97	7.47	10.88	9.66	10.23	10.88	8.07	9.65	3.67
TCGA-EJ-A8FO-01	tumor	TCGA-EJ-A8FO	PRAD	8.86	7.25	7.76	10.66	9.64	10.1	10.45	8.61	9.61	5.43
TCGA-EJ-A8FO-11	normal	TCGA-EJ-A8FO	PRAD	8.77	7.8	7.42	10.98	9.56	10.58	10.4	8.59	9.94	4.44
TCGA-G9-6333-01	tumor	TCGA-G9-6333	PRAD	9.33	7.14	6.87	10.48	9.28	9.89	10.21	8.86	9.44	6.01
TCGA-G9-6333-11	normal	TCGA-G9-6333	PRAD	9.69	7.89	7.07	10.52	9.57	10.28	10.12	8.82	9.61	4.73
TCGA-G9-6342-01	tumor	TCGA-G9-6342	PRAD	9.26	6.98	7.23	10.72	9.83	10.25	10.24	8.78	9.37	5.36
TCGA-G9-6342-11	normal	TCGA-G9-6342	PRAD	9.38	7.68	7.44	10.75	9.73	10.18	10.63	8.55	8.99	3.32
TCGA-G9-6348-01	tumor	TCGA-G9-6348	PRAD	9.62	7.31	8.16	10.89	9.95	10.35	10.71	8.8	10.12	6.77
TCGA-G9-6348-11	normal	TCGA-G9-6348	PRAD	9.07	7.34	7.02	10.81	9.43	10.48	10.67	8.32	9.58	4.8
TCGA-G9-6351-01	tumor	TCGA-G9-6351	PRAD	9.14	7.31	7.42	10.55	9.61	10.17	10.55	8.48	9.34	5.09
TCGA-G9-6351-11	normal	TCGA-G9-6351	PRAD	9	7.34	6.94	10.65	9.72	10.27	10.5	8.71	9.23	3.97
TCGA-G9-6356-01	tumor	TCGA-G9-6356	PRAD	9.06	7.52	7.59	10.65	9.73	10.21	10.51	8.64	9.32	6.05
TCGA-G9-6356-11	normal	TCGA-G9-6356	PRAD	9.04	7.46	7.92	10.35	9.38	10.02	10.01	9.11	9.31	4.24
TCGA-G9-6362-01	tumor	TCGA-G9-6362	PRAD	10.06	6.42	8.07	9.44	9.52	10.39	10.52	7.71	9.1	5.16
TCGA-G9-6362-11	normal	TCGA-G9-6362	PRAD	9.77	7.08	7.99	10.3	10.1	10.46	10.8	8.37	9.97	5.83
TCGA-G9-6363-01	tumor	TCGA-G9-6363	PRAD	9.86	7.71	7.61	11.52	10.61	10.19	11.16	7.92	10.38	6.34
TCGA-G9-6363-11	normal	TCGA-G9-6363	PRAD	9.1	7.59	6.34	11.03	10.32	10.32	10.54	8.6	9.73	6.48
TCGA-G9-6365-01	tumor	TCGA-G9-6365	PRAD	9.19	7.81	7.33	10.66	9.98	10.49	10.65	8.36	10.01	6.75
TCGA-G9-6365-11	normal	TCGA-G9-6365	PRAD	9.08	7.73	8.03	10.53	9.34	10.45	10.12	8.75	9.47	4.42
TCGA-G9-6384-01	tumor	TCGA-G9-6384	PRAD	8.65	7.13	7.48	10.5	9.9	9.91	10.03	9.55	9.6	5.4
TCGA-G9-6384-11	normal	TCGA-G9-6384	PRAD	8.7	7.41	7.03	10.58	9.38	10.08	10.28	8.94	9.15	3.1
TCGA-G9-6496-01	tumor	TCGA-G9-6496	PRAD	9.61	6.99	8.09	10.22	8.94	10.48	10.65	7.78	8.98	6.89
TCGA-G9-6496-11	normal	TCGA-G9-6496	PRAD	9.14	7.41	7.22	10.48	9.37	10.55	10.71	8.24	9.13	4.71
TCGA-G9-6499-01	tumor	TCGA-G9-6499	PRAD	9.6	6.93	7.68	10.55	9.56	10.12	10.18	8.48	9.58	5.66
TCGA-G9-6499-11	normal	TCGA-G9-6499	PRAD	9.96	7.08	6.78	10.92	9.97	9.9	10.2	8.28	10.29	8.41
TCGA-HC-7211-01	tumor	TCGA-HC-7211	PRAD	8.91	6.39	8.04	10.31	9.99	9.66	10.11	9.54	9.04	2.9
TCGA-HC-7211-11	normal	TCGA-HC-7211	PRAD	13.37	7.43	6.88	11.12	9.75	11.82	10.04	8.7	10.46	1.7
TCGA-HC-7737-01	tumor	TCGA-HC-7737	PRAD	9.06	7.04	7.15	10.55	9.43	10.08	10.03	9.42	10.16	5.97
TCGA-HC-7737-11	normal	TCGA-HC-7737	PRAD	11.27	7.74	7.37	11.33	10.2	11.59	10.14	8.94	10.91	3.63
TCGA-HC-7738-01	tumor	TCGA-HC-7738	PRAD	8.84	7.39	7.02	10.7	9.86	10.2	10.6	8.82	9.02	5.45
TCGA-HC-7738-11	normal	TCGA-HC-7738	PRAD	11.69	7.55	6.92	11.14	10.06	11.17	10.27	8.89	10.7	3.66
TCGA-HC-7740-01	tumor	TCGA-HC-7740	PRAD	8.64	7.05	7.03	10.42	9.54	9.95	10.23	9.02	9.6	4.49
TCGA-HC-7740-11	normal	TCGA-HC-7740	PRAD	11.76	7.55	7.46	11.04	10.04	11.4	10.27	8.79	10.72	3.22
TCGA-HC-7742-01	tumor	TCGA-HC-7742	PRAD	9.11	6.85	8.06	10.72	10.03	10.19	10.05	8.71	8.94	5.71
TCGA-HC-7742-11	normal	TCGA-HC-7742	PRAD	8.88	7.29	7.25	10.76	9.65	9.91	10.22	8.94	9.08	4.23
TCGA-HC-7745-01	tumor	TCGA-HC-7745	PRAD	8.71	7.61	7.37	10.46	9.34	10.17	10.11	8.49	10.05	5.14
TCGA-HC-7745-11	normal	TCGA-HC-7745	PRAD	11.64	7.53	6.75	10.96	9.86	10.87	10.26	8.66	10.39	4.49
TCGA-HC-7747-01	tumor	TCGA-HC-7747	PRAD	9.12	7.38	6.92	10.33	9.71	9.95	9.92	8.32	9.44	5.33
TCGA-HC-7747-11	normal	TCGA-HC-7747	PRAD	11.56	7.67	7.27	10.87	9.81	11.47	10.2	8.77	10.6	3.72
