sample	CancerType	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA-EW-A1P4-01	BRCA	0.060245886	0	0.001988067	0.158976563	0	0.111217096	0	0.109301956	0.026598642	0	0	0.10300383	0.011243284	0.005798504	0.082796365	0.164464165	0.09965259	0	0.051735851	0	0	0.0129772	0.046	0.138787537	1.033679524
TCGA-EW-A1P5-01	BRCA	0.044385407	0	0.004300352	0.030300233	0	0.065097692	0	0.053445043	0.019890014	0	0	0.008035658	0	0.15504509	0.027779991	0.493449521	0	0.014914287	0.066952951	0	0	0.016403761	0	0.373747222	0.933706304
TCGA-EW-A1IW-01	BRCA	0.075328591	0.039109251	0	0.197767754	0	0.167829723	0	0.128727423	0.01324356	0	0	0	0.034648425	0.023487261	0.065327146	0.209083298	0.010879491	0	0.032399708	0	0.002168369	0	0.014	0.190965922	1.013863172
TCGA-EW-A1J6-01	BRCA	0.095206686	0	0.013499136	0.047993077	0	0.19126829	0	0.126765183	0.000243543	0	0.054481029	0	0.006340086	0.041555671	0.142871954	0.261266147	0.001327725	0	0.016635327	0	0	0.000546146	0.008	0.257414634	0.98345539
TCGA-BH-A1F6-01	BRCA	0.077656551	0	0.026013203	0.089838797	0	0.067704277	0.001743166	0.051375648	0.009501898	0	0	0.012566741	0.028173743	0.157080136	0.095458235	0.336051951	0	0.002058492	0	0.042806554	0	0.001970608	0.048	0.136016657	1.037831155
TCGA-D8-A1XA-01	BRCA	0.006942816	0.042887867	0	0.076832624	0	0.100035999	0	0.029950574	0.059258285	0	0	0	0	0.217797025	0.025075332	0.248670693	0	0	0.181409045	0	0	0.011139741	0.12	0.090483482	1.052211452
TCGA-A1-A0SN-01	BRCA	0.056146634	0	0.01075427	0.128917943	0	0.300478858	0	0.029263615	0.028741871	0	0	0.027460311	0.001240506	0.002886836	0.078870378	0.263257742	0.008300728	0	0.063680309	0	0	0	0.01	0.241281421	0.990652224
TCGA-E2-A1IO-01	BRCA	0.090106771	0	0.027468005	0.098995718	0	0.301058991	0	0.077656306	0.003448881	0	0	0.012282571	0.013570025	0.025050894	0.103382881	0.157891725	0.010322181	0	0.078765051	0	0	0	0.034	0.147688835	1.030731913
TCGA-D8-A1JU-01	BRCA	0.037238559	0	0.013253302	0.107387358	0	0.118827886	0	0.016530565	0	0	0	0.025611111	0.022317878	0	0.046590518	0.353723104	0.021445122	0	0.237074598	0	0	0	0.054	0.12704269	1.031062301
TCGA-EW-A1OY-01	BRCA	0.018325469	0	0.08013199	0.061689797	0	0.125026788	0	0.086398423	0	0	0	0.016963136	0.004858562	0.009131959	0.154776493	0.402679514	0.001179414	0	0.030658325	0	0	0.00818013	0.052	0.129362127	1.042995793
TCGA-E9-A1N6-01	BRCA	0	0	0.013030116	0.032980034	0	0.044160022	0	0.051635609	0.00970566	0	0	0.015760557	0	0.284106515	0.034485626	0.489135541	0	0	0.007027282	0.017973039	0	0	0	0.392951868	0.93429649
TCGA-EW-A1P0-01	BRCA	0.028461284	0	0.020609377	0.070022021	0	0.214837433	0	0.068349902	0.031298191	0	0.01241598	0	0.009467064	0.082782765	0.092876284	0.355729019	0.000690301	0	0.01246038	0	0	0	0.01	0.230141135	0.995829136
TCGA-EW-A1OW-01	BRCA	0.089455404	0	0.059314196	0.047045435	0	0.094336377	0	0.10725415	0.011446141	0	0	0.01785308	0.000678592	0.164685718	0.103111184	0.258218713	0.043441484	0	0.003159526	0	0	0	0.014	0.196782465	1.008824742
TCGA-E9-A1ND-01	BRCA	0.016760009	0	0.005540409	0.162260146	0	0.076703656	0.022278096	0.108648094	0.034902493	0	0.035265539	0.024580275	0.102460271	0.052468912	0.159583614	0.179984695	0	0.01856379	0	0	0	0	0.154	0.069316834	1.07248666
TCGA-D8-A1JP-01	BRCA	0.019326236	0	0.02026088	0.118548642	0	0.131425804	0	0.041580506	0.022137572	0	0	0	0	0	0.051008439	0.537505949	0.010480424	0	0.025889582	0	0	0.021835964	0.074	0.116752098	1.050363124
TCGA-EW-A1OV-01	BRCA	0.092188511	0.048455647	0	0.187131474	0	0.18144269	0	0.058213925	0.055177872	0.029498637	0	0.026292825	0.007172345	0.055487778	0.069272123	0.161281452	0	0	0.028384721	0	0	0	0.02	0.176878409	1.023718401
TCGA-EW-A1OX-01	BRCA	0	0.079520606	0.018459795	0.001693712	0.064394302	0.156617892	0	0	0	0	0.007247017	0	0.059995115	0.155538912	0.006699282	0.067742584	0	9.95E-05	0.381991278	0	0	0	0.218	0.052298887	1.077089387
TCGA-A1-A0SF-01	BRCA	0.113071142	0	0.154488411	0.17436053	0	0.231540653	0	0.016790502	0.00755315	0.00618051	0	0.026636492	0.011672154	0	0.055838802	0.117835512	0.028878284	0	0.055153856	0	0	0	0	0.355030591	0.941983303
TCGA-EW-A1PB-01	BRCA	0.00707778	0.001091466	0	0.122877494	0	0.034264204	0.008639007	0.09917415	0.016051688	0	0.00645461	0.020022965	0	0.01872666	0.261302788	0.391510459	0	0	0.005789709	0	0	0.00701702	0	0.39656574	0.930684598
TCGA-E2-A1IG-01	BRCA	0.024019987	0	0.041671738	0.082875811	0	0.108417506	0	0.047799853	0.002134967	0	0	0.030575797	0.016650911	0	0.047884842	0.413176386	0.134690889	0	0.018823767	0.001261625	0	0.03001592	0.078	0.111437707	1.040864503
TCGA-E2-A1IJ-01	BRCA	0.098899529	0	0.074181674	0.079846558	0	0.169418712	0	0.068892071	0.015249682	0	0	0.036009464	0.002170898	0	0.082708463	0.193657244	0.032464198	0	0.146501507	0	0	0	0.008	0.262772529	0.974270783
TCGA-D8-A1XB-01	BRCA	0.028718029	0	0.037875002	0.042872816	0	0.123265501	0	0.039137046	0.007178902	0	0	0.017399564	0.007882823	0	0.037013025	0.337627407	0.011417952	0	0.309611935	0	0	0	0.042	0.141246614	1.030187548
TCGA-D8-A1XG-01	BRCA	0.006142244	0.012216494	0	0	0	0.09267898	0	0.001781187	0.012514051	0	0	0.047433085	0.013709017	0.018777079	0.015279167	0.381047131	0.086474017	0	0.311947548	0	0	0	0.026	0.162198822	1.029350026
TCGA-AO-A1KR-01	BRCA	0.069486753	0	0.10276194	0.198694807	0	0.038500002	0	0.255635921	0.006037144	0	0	0.058099211	0.01365981	0	0.098104582	0.102858651	0	0.051948901	0.004212277	0	0	0	0.01	0.236468397	1.006073482
TCGA-E2-A1L7-01	BRCA	0.064073769	0	0.027806305	0.21990528	0	0.131996288	0	0.067597983	0.020899792	0	0	0.032852757	0.001801759	0.038177232	0.09294299	0.270511674	0.0191418	0	0.012292371	0	0	0	0.03	0.150199407	1.03138134
TCGA-E2-A1LA-01	BRCA	0.014705551	0.011731856	0.042587738	0.141791762	0	0.050048381	2.07E-06	0.096119466	0.052928827	0	0	0.081284204	0.023058396	0.089234268	0.115333177	0.184413999	0.025415167	0	0.071345137	0	0	0	0.1	0.100926982	1.045569657
TCGA-BH-A1EY-01	BRCA	0.004835082	0.009176003	0	0.043033643	0	0.282605424	0	0.062730371	0.017677508	0	0	0.005030861	0.015417552	0.036966419	0.068219147	0.280909347	0.078032044	0	0.095366598	0	0	0	0.008	0.263442523	0.975896555
TCGA-AO-A1KQ-01	BRCA	0.071017667	0	0.069405464	0.220926633	0	0.056872738	0	0.111979119	0.023311754	0	0	0.01878457	0	0.133407628	0.069981299	0.198012544	0	0	0.026300585	0	0	0	0.01	0.224411161	0.996838079
TCGA-D8-A1JH-01	BRCA	0.165329335	0	0.025744472	0.065724948	0	0.135373268	0	0.031163206	0.022638224	0	0	0.016066296	0.022445227	0	0.050006325	0.300960241	0.071017476	0	0.093530981	0	0	0	0.002	0.283602727	0.964846656
TCGA-BH-A1FE-01	BRCA	0.11895079	0	0.056347074	0.126288795	0	0.271937847	0	0.01403876	0.002402214	0.030529286	0	0	0.002077794	0	0.124339468	0.111611677	0.054131103	0	0.087345192	0	0	0	0.004	0.275510506	0.975045124
TCGA-D8-A1JF-01	BRCA	0.124826819	0	0.197003726	0.049952771	0	0.185624398	0.005528661	0.039702776	0.005172876	0.006130845	0.006595447	0	0.001921671	0.003208193	0.047597902	0.264200458	0	0	0.056416702	0	0	0.006116755	0	0.395527524	0.921245588
TCGA-A2-A0CX-01	BRCA	0.037478054	0	0.010104714	0.045457997	0	0.194236289	0	0.054894933	0.016594462	0	0	0.033106877	0	0.136565209	0.094003264	0.322444682	0	0	0.042833438	0	0	0.01228008	0.124	0.087117152	1.055370804
TCGA-A2-A04R-01	BRCA	0.022661584	0	0.043887395	0.052869519	0	0.014666594	0	0.021804424	0.019849649	0	0.013095013	0	0	0.419055428	0.055441244	0.166061735	0	0	0.170607416	0	0	0	0.084	0.109552632	1.07258053
TCGA-A2-A0YH-01	BRCA	0.00630456	0	0.077933822	0.124605695	0	0.094696	0.015636457	0.086020637	0.032688841	0	0	0	0.019341617	0.018940347	0.059874552	0.325798529	0.002975637	0.013248178	0.103356103	0	0	0.018579025	0.036	0.145035418	1.02055026
TCGA-BH-A0W5-01	BRCA	0.105426299	0.095172754	0.004852075	0.071351851	0	0.356683855	0.008906612	0.059858576	0.015114042	0	0	0	0.008769664	0.050786792	0.044939641	0.149033146	0	0	0.029104693	0	0	0	0.01	0.237775217	0.99677867
TCGA-BH-A0WA-01	BRCA	0.04545614	0	0	0.061730851	0	0.032357628	0	0.087530212	0.026957598	0	0.007364105	0	0	0.309293415	0.167246328	0.24221982	0	0.012434166	0.007409738	0	0	0	0.01	0.240690673	1.010509517
TCGA-A2-A1FW-01	BRCA	0.074621624	0	0.033860139	0.085674414	0	0.274768045	0	0	0	0	0	0.012874868	0.003779433	0.012687701	0.099693645	0.29812101	0.001604996	0	0.086001406	0	0	0.016312718	0.03	0.154350652	1.020991798
TCGA-A2-A1FV-01	BRCA	0.062317619	0	0	0.067340289	0	0.154474334	0	0.087291561	0	0	0	0.092285181	0.021696037	0	0.016949575	0.279840012	0	0	0.217769269	3.61E-05	0	0	0.128	0.085199656	1.049582607
TCGA-E2-A15M-01	BRCA	0.063667313	0	0.004359072	0.091309217	0	0.303782614	0	0.050784983	0.012503481	0.011824955	0	0.010849089	0.015078476	0.034950634	0.06758721	0.212891227	0.080243753	0	0.040167975	0	0	0	0.088	0.107510106	1.043238109
TCGA-A2-A1G1-01	BRCA	0.060779855	0	0.009656456	0.092382212	0	0.132267821	0.047006489	0.052839384	0.011145411	0	0	0.026788625	0.009667473	0.052828252	0.122401878	0.336231356	0.013517996	0.008760806	0	0.006368132	0	0.017357854	0.112	0.094316941	1.051740358
TCGA-EW-A1J2-01	BRCA	0.043017922	0	0.014381603	0.097073826	0	0.162563061	0	0.035418199	0	0	0	0.006794479	0.001062067	0.115506031	0.082318943	0.342465334	0.018128107	0	0.081270427	0	0	0	0.018	0.177733986	1.014095709
TCGA-E2-A1L8-01	BRCA	0.132098429	0	0.103230625	0.070666317	0	0.124268832	0	0.051495647	0	0.005355965	0	0.00128567	0	0	0.057759156	0.205378166	0.178744005	0.054566418	0.012399238	0	0	0.002751533	0	0.310408495	0.956069661
TCGA-BH-A1EX-01	BRCA	0.01827308	0.016571612	0	0.131813956	0	0.071547681	0.001937516	0.090636442	0.012756364	0	0	0	0.016935748	0.145257152	0.035510758	0.434103222	0.001368142	0	0	0.01847967	0.004808657	0	0.138	0.078214653	1.070590261
TCGA-A2-A1G4-01	BRCA	0.113249805	0.008418979	0.031365572	0.184522022	0	0.059819664	0	0.039219202	0.012170955	0	0.037643905	0	0.027773308	0	0.060310173	0.380845687	0.001908908	0	0.038056556	0	0.004695262	0	0.014	0.198210635	1.004246361
TCGA-AO-A1KP-01	BRCA	0.054872771	0.020824102	0	0.188129757	0	0.181897989	0	0.119736975	0	0	0	0	0.029281232	0.158408463	0	0.002086873	0.017593622	0.108598693	0.107694863	0	0	0.010874659	0.138	0.079060582	1.059632652
TCGA-D8-A1JM-01	BRCA	0.012587242	0	0.010649036	0.243247822	0	0.118588207	0	0.15054028	0.032734875	0	0	0.067115743	0.003284681	0.044825406	0.178321751	0.090670348	0	0	0.043946708	0	0	0.003487902	0.138	0.078437288	1.094300783
TCGA-D8-A1JE-01	BRCA	0	0.009930908	0	0.113657319	0	0.147344402	0.002589863	0.013408091	0.004211125	0	0	0.00943638	0.032109122	0	0.042197091	0.553441466	0.005651771	0	0.066022461	0	0	0	0.022	0.170715211	1.027691878
TCGA-C8-A1HJ-01	BRCA	0.068077896	0	0.036022889	0.143018053	0	0.018458302	0.020825446	0.167731305	0	0.039699041	0.010909368	0	0	0.113728691	0.175649097	0.169612697	0	0.028252814	0	0.008014401	0	0	0.034	0.147241504	1.040516497
TCGA-BH-A0HA-01	BRCA	0.052171907	0	0.016811771	0.104693691	0	0.21216724	0	0.064372618	0.06032759	0	0	0.02825898	0.001207291	0	0.114694198	0.206589752	0.000729463	0	0.137975499	0	0	0	0.04	0.141714538	1.031167281
TCGA-BH-A1FC-01	BRCA	0.014302732	0.010266995	0.15557941	0.157898128	0	0.165873833	0.059658802	0.067688431	0.053247603	0	0	0.058630977	0.010043851	0.00563942	0.102321891	0.107135577	0.012111367	0.000242567	0	0.01600534	0	0.003353078	0.01	0.241419499	0.99944173
TCGA-A2-A1G0-01	BRCA	0.090135422	0	0.188148739	0.062718127	0	0.216764712	0	0.012742437	0	0	0	0.019174509	0.011780226	0	0.047705465	0.182053793	0.078425507	0	0.073257116	0.017093949	0	0	0	0.380235497	0.92645922
TCGA-BH-A1EN-01	BRCA	0.012287654	0	0.001930155	0.147637354	0	0.099349972	0.017191043	0.01976359	0	0	0	0	0.029755357	0	0	0.524919988	0.002199937	0.022539379	0.120136397	0	0.002289173	0	0.85	-0.020523861	1.103460632
TCGA-D8-A1JG-01	BRCA	0.049191149	0	0.118048235	0.064855655	0	0.171756239	0	0.046278124	0.002999632	0	0	0.032451988	0	0.05146545	0.101186876	0.266143435	0.041511275	0	0.040952766	0	0	0.013159176	0.008	0.270915965	0.973008686
TCGA-C8-A1HG-01	BRCA	0.007915442	0	0.160602706	0.241258544	0	0	0.003777427	0.075879587	0.043406401	0.023608662	0	0.051464868	0	0.000761199	0.072210972	0.279295337	0.009450487	0	0.020857339	0	0	0.009511028	0.008	0.253212891	0.988291085
TCGA-BH-A1F0-01	BRCA	0.028970377	0.056085771	0.017172118	0.087512012	0	0.200701088	0.030476665	0.100785489	0	0	0	0	0.044890756	0.010703438	0.091495016	0.320477021	0.007003884	0.000287995	0.00268761	0	0.00075076	0	0.05	0.134472766	1.03278317
TCGA-C8-A1HN-01	BRCA	0.020020169	0	0.013578772	0.03866828	0	0.05394999	0	0.042642513	0.000473649	0.003920502	0	0.002645448	0	0.221664669	0.045298929	0.534384168	0	0	0.010138264	0.005788468	0	0.006826179	0.01	0.226929264	1.023994591
TCGA-A7-A0CJ-01	BRCA	0.056233483	0	0.029643307	0.078294848	0	0.166803711	0.022752372	0.103154343	0.015563354	0	0.014891595	0.005120362	0.011530868	0.169106468	0.061744866	0.205483485	0.008861554	0	0.042975865	0	0	0.007839519	0.048	0.137832244	1.028430273
TCGA-BH-A0H7-01	BRCA	0.101238183	0	0.003655043	0.09317399	0	0.143718868	0	0.067919307	0.004901404	0.012593053	0	0.008832981	0	0.104923831	0.102443028	0.286228799	0	0	0.070195559	0	0	0.000175954	0.014	0.185033578	1.009978022
TCGA-C8-A1HL-01	BRCA	0.059016161	0	0.023709387	0.057429195	0	0.015668771	0	0.026117388	0.008115917	0.012192178	0	0	0	0.246957784	0.021510114	0.478746277	0	0	0.045537569	0	0	0.004999259	0.002	0.290489093	0.984697413
TCGA-A7-A0CG-01	BRCA	0.102605764	0	0.103734703	0.090218844	0	0.269921911	0	0.034595861	0.014436582	0.004450812	0	0.018960815	0.00818287	0	0.056736418	0.145679018	0.032527089	0	0.117949312	0	0	0	0.002	0.292769051	0.964824351
TCGA-A2-A0YG-01	BRCA	0.067187146	0	0.038233178	0.016888037	0	0.205886471	0	0.075304217	0	0	0.00437876	0	0	0.044664758	0.062194807	0.424290382	0.007349917	0.000604989	0.040766482	0	0	0.012250855	0.03	0.15139921	1.026018934
TCGA-A2-A0D0-01	BRCA	0.066158931	0	0	0.157907675	0	0.037949223	0	0.128016842	0.032722499	0	0.000838938	0.022742366	0	0.226209149	0.104372993	0.177803509	0.032573172	0	0	0.012704703	0	0	0.012	0.218958179	1.003539049
TCGA-E2-A1B5-01	BRCA	0.059811988	0.058803123	0.059600431	0.168776296	0	0.242223062	0	0.084733453	0.105764271	0	0	0.006283886	0.008406271	0.006847354	0.070015771	0.084819032	0.01651016	0.001248239	0.026156663	0	0	0	0.01	0.237392544	1.005727817
TCGA-A2-A0YJ-01	BRCA	0.00705724	0.010135093	0	0.10284014	0	0.138687529	0	0.091989254	0	0	0.001688649	0	0	0.414707478	0.004387869	0.188978038	0.003119786	0	0.028139492	0	0	0.008269432	0.18	0.060963339	1.102072815
TCGA-EW-A1J3-01	BRCA	0.003672641	0.003180994	0.023611276	0.063005998	0	0.158450397	0	0.079181406	0	0	0	0.057886249	0	0.013787469	0.065785817	0.407860884	0	0.000398558	0	0.107717358	0.002545892	0.01291506	0.028	0.157095161	1.028190794
TCGA-BH-A0BS-01	BRCA	0.001345346	0.00149383	0	0.142910728	0	0.040154947	0	0.006756453	0	0	0	0	0.04027833	0.154909614	0.08842716	0.258255275	0.057687711	0	0.207780606	0	0	0	0.362	0.023896133	1.079882163
TCGA-BH-A0H3-01	BRCA	0.059787059	0	0.012916301	0.128096554	0	0.217582845	0	0.046983195	0.007552938	0.004220045	0	0.013514257	0	0.00370215	0.096484531	0.254871378	0.079538716	0	0.074750031	0	0	0	0.06	0.122257677	1.033749227
TCGA-AQ-A1H3-01	BRCA	0.082936419	0	0.001107548	0.115031813	0	0.245453989	0	0.06400643	0	0	0	0.02821367	0.011376948	0	0.08200689	0.165631676	0.145534998	0	0.058699618	0	0	0	0.066	0.120896286	1.034379032
TCGA-E2-A1L9-01	BRCA	0.035230025	0	0.020324084	0.022628909	0	0.047274249	0	0.039997955	0.017042201	0	0.010692079	0	0	0.349744827	0.023902562	0.398822447	0	0.002122084	0	0.024820456	0	0.007398123	0.002	0.293549715	0.991187181
TCGA-E2-A1IH-01	BRCA	0.035645866	0.049213315	0.001144998	0.156207003	0	0.155406957	0	0.104896571	0.020086521	0.035155898	0	0.081796734	0.009734205	0.112109736	0.06688917	0.124685377	0.015748119	0	0.023298303	0.007981227	0	0	0.082	0.110391434	1.05327903
TCGA-EW-A1J5-01	BRCA	0.037555742	0	0.006112214	0.099106843	0	0.221737719	0	0.082243651	0.009824304	0	0	0.014582564	0.008745022	0.039181741	0.068544154	0.286890718	0.006293423	0	0.113789813	0	0	0.005392094	0.048	0.135378483	1.029065799
TCGA-D8-A1JS-01	BRCA	0	0.018996846	0.001680198	0.082285746	0	0.068577329	0	0.040198929	0.002130829	0	0.033200029	0	0.025812342	0.230379394	0.044018046	0.362365196	0.040456932	0	0.049898183	0	0	0	0.156	0.068411011	1.076393942
TCGA-BH-A0BT-01	BRCA	0.056715209	0	0.008138973	0.13084134	0	0.097999382	0	0.092155298	0.072139996	0	0	0.064740262	0.009312622	0.05918878	0.129173268	0.161923391	0.031783632	0	0.085887848	0	0	0	0.018	0.177982511	1.016317575
TCGA-C8-A1HI-01	BRCA	0.066705922	0	0.133494077	0.098680883	0	0	0	0.021496075	0.015009675	0.006001421	0	0	0.003050082	0.025724072	0.074422021	0.463082832	0	0	0.09233294	0	0	0	0.006	0.273245717	0.978624604
TCGA-AQ-A1H2-01	BRCA	0	0.003684861	0	0.188667508	0	0.03648659	0	0.021219747	0.024593725	0	0	0	0.024133492	0	0.019232131	0.524177738	0	0	0.157804208	0	0	0	0.022	0.169149547	1.025411778
TCGA-C8-A1HF-01	BRCA	0.040467009	0	0.053175022	0.234925269	0	0.051572099	0.037569711	0.053737574	0.034335228	0.000154666	0	0.062871766	0	0.025664147	0.094082302	0.302455771	0	0	0	0.003143238	0	0.005846199	0.036	0.14491327	1.034338121
TCGA-A7-A13G-01	BRCA	0	0.071803369	0	0.076111006	0	0.120265653	0	0.045494457	0.032620926	0	0	0	0.054817499	0.035402816	0	0.36360096	0	0.024127778	0.175755536	0	0	0	0.126	0.086661864	1.045526387
TCGA-C8-A1HM-01	BRCA	0.056317743	0	0.010325329	0.304011114	0	0	0.09777542	0.113033078	0.010595594	0	0	0.052789224	0.002067459	0.016638418	0.07477077	0.245207366	0	0	0.016468485	0	0	0	0.054	0.127234551	1.045314999
TCGA-AR-A1AW-01	BRCA	0.110898756	0.011595698	0.052871179	0.145428109	0	0.182474943	0.038129855	0.052139204	0.006233568	0	0	0.003107357	0.000575971	0.137773379	0.087153963	0.158256711	0	0	0.013361308	0	0	0	0.01	0.248437439	0.985832984
TCGA-BH-A0E6-01	BRCA	0.070278631	0.060409446	0.029788111	0.183141768	0	0	0	0.153018859	0.052911697	0	0	0.017215343	0.016646405	0.191689302	0.076737188	0.103072893	0	0	0.045090358	0	0	0	0.012	0.20786863	1.0034355
TCGA-AR-A1AQ-01	BRCA	0.036870282	0	0.06841877	0.122098912	0	0.121045347	0.047716324	0.115612587	0.006071061	0	0.038064025	0	0.005690555	0.051556339	0.118647807	0.173272577	0.073318261	0	0.016938131	0	0	0.004679021	0.03	0.150320592	1.023512634
TCGA-BH-A18H-01	BRCA	0.078738783	0	0.009652915	0.164252536	0	0.237492208	0.022594716	0.048670688	0.034741478	0	0.023292568	0	0.013011468	0.13576274	0.079124041	0.119225447	0	0	0.033440412	0	0	0	0.092	0.104758166	1.051953052
TCGA-BH-A0BZ-01	BRCA	0.046716228	0	0.018897598	0.221615833	0	0.15077495	0	0.074274742	0.073731423	0	0	0.022950687	0.003320911	0.056530173	0.110386049	0.198444098	0.000635758	0	0.019324475	0	0	0.002397076	0.048	0.136098553	1.044806729
TCGA-AR-A1AX-01	BRCA	0.098738809	0.042933628	0	0.121006014	0	0.236912173	0.001434172	0.106845381	0.024685008	0	0	0.008339622	0.020666463	0.006206733	0.076183226	0.115654343	0	0	0.140394427	0	0	0	0.014	0.188048075	1.014454703
TCGA-BH-A0AU-01	BRCA	0.07755455	0	0.044438037	0.053132995	0	0.275819547	0	0.042989466	0.035837594	0	0.021405618	0	0	0.071936491	0.111412522	0.175216857	0.013373883	0	0.075539701	0	0	0.001342738	0.022	0.167932897	1.017055793
TCGA-BH-A0C3-01	BRCA	0.076765004	0	0.008252106	0.066999147	0	0.299063197	0	0.022864378	0	0	0	0.023253505	0.040704549	0	0.08991172	0.142409104	0.073429937	0	0.156347353	0	0	0	0.028	0.156197842	1.017082367
TCGA-E2-A15J-01	BRCA	0.037040091	0	0	0.073058233	0	0.099075811	0	0.088927275	0	0	0.011057899	0.004240644	0.049301844	0.11300381	0.037246521	0.410252973	0	0.004542523	0.072252375	0	0	0	0.294	0.033746329	1.077244493
TCGA-BH-A18F-01	BRCA	0.062370496	0	0.004245048	0.124569905	0	0.192782874	0	0.076135392	0.035146384	0	0	0.041890288	0.011881701	0.025575557	0.078785685	0.188339499	0.050751257	0	0.107525913	0	0	0	0.12	0.090794671	1.046709398
TCGA-BH-A0DO-01	BRCA	0.198629337	0	0.119946272	0.054262148	0	0.057998222	0	0.087554398	0	0	0.005221073	0	0	0.184820941	0.016169375	0.242156212	0	0	0.013681559	0.019560464	0	0	0	0.378318646	0.930490629
TCGA-E2-A153-01	BRCA	0.008907284	0	0	0.027387009	0	0.042122104	0.001608259	0.021038743	0.026908176	0	0.020857459	0	0	0.288300558	0	0.468015347	0	0	0.088389967	0.005630728	0	0.000834367	0	0.376745625	0.941925252
TCGA-AR-A1AI-01	BRCA	0.042504312	0	0.056078227	0.146299985	0	0.170844986	0.008367051	0.071546859	0.033472381	0	0	0.041726752	0.031597012	0.039224943	0.05470235	0.209143466	0.001184663	0.077707759	0.015599254	0	0	0	0.046	0.139581219	1.030176509
TCGA-AR-A1AR-01	BRCA	0.020953636	0.015249133	0	0.000346959	0	0.222922845	0.019762402	0	0.017495906	0.03654729	0.038794191	0	0.035749717	0.188888852	0.107042545	0.277058737	0.014399705	0	0	0.004788082	0	0	0	0.378581617	0.927822997
TCGA-E2-A152-01	BRCA	0.040663726	0	0.014230326	0.070317531	0	0.043726445	0	0.016818933	0.053568431	0	0.009049294	0	0.004270016	0.301861702	0.009654078	0.341161998	0	0	0.094677521	0	0	0	0.022	0.168997234	1.036934097
TCGA-AR-A1AK-01	BRCA	0.041035457	0	0.013986803	0.122421554	0	0.158869492	0	0.092192118	0.000534023	0.018451739	0	0.00568885	0.030423599	0	0.063756401	0.389688911	0	0	0.054388064	9.47E-05	0	0.008468286	0.014	0.192752932	1.007732051
TCGA-AR-A1AT-01	BRCA	0.055059383	0	0	0.145754723	0	0.197354402	0	0.091284467	0.018293802	0.028691183	0	0.012101384	0.005087314	0.038581845	0.097797273	0.263984844	0.027060996	0	0.01779941	0	0	0.001148973	0.136	0.079225444	1.062444335
TCGA-E2-A15H-01	BRCA	0.226936912	0	0.20659775	0.100517068	0	0.029782961	0	0.098466507	0.006491781	0	0.007812853	0.006047089	0.011812794	0.085262278	0.061511764	0.122921596	0	0	0.035838647	0	0	0	0	0.458142026	0.891891797
TCGA-A8-A06U-01	BRCA	0.040013308	0	0.043021951	0.137016615	0	0.062517172	0	0.0761815	0.026179065	0	0	0.026611465	0.012384192	0.044721125	0.09473764	0.377448486	0.025463075	0	0.033704407	0	0	0	0.054	0.125943517	1.035936371
TCGA-E2-A150-01	BRCA	0.061573302	0	0.000554635	0.001052053	0	0.13756972	0.010783506	0.088111733	0.043135723	0	0.044641756	0	0	0.368567859	0.113528799	0.128118766	0.002362147	0	0	0	0	0	0.01	0.23926586	1.003852168
TCGA-E2-A1AZ-01	BRCA	0.097577104	0	0.027833016	0.087281399	0	0.312629308	0.01654475	0.094456389	0	0	0.003809002	0.001192218	0.024376613	0.04026656	0.131557766	0.112831489	0.015535514	0	0.033285581	0	0	0.00082329	0.016	0.179138185	1.022737708
